classification,Category,Bulgarian,Pronunciation,English,Grammar_Notes,Unnamed: 6,Unnamed: 7,Unnamed: 8
Bulgarian_reference,Verb,разбера,razbera,to understand (complete),Perfective verb,nan,nan,nan
Bulgarian_reference,Verb,запаметявам,zapomnyam,to memorize,Imperfective verb,nan,nan,nan
Bulgarian_reference,Verb,запомня,zapomnya,to memorize (complete),Perfective verb,nan,nan,nan
Bulgarian_reference,Verb,повтарям,povtaryam,to repeat,Imperfective verb,nan,nan,nan
Bulgarian_reference,Verb,упражнявам,uprazhnyavam se,to practice,Reflexive verb,nan,nan,nan
Bulgarian_reference,Verb,започвам,zapochvam,to begin/start,Imperfective verb,nan,nan,nan
Bulgarian_reference,Verb,започна,zapochna,to begin/start (complete),Perfective verb,nan,nan,nan
Bulgarian_reference,Vocabulary,вода,voda,water,-,nan,nan,nan
Bulgarian_reference,Vocabulary,хляб,hlyab,bread,-,nan,nan,nan
Bulgarian_reference,Vocabulary,мляко,mlyako,milk,-,nan,nan,nan
Bulgarian_reference,Vocabulary,кафе,kafe,coffee,-,nan,nan,nan
Bulgarian_reference,Vocabulary,чай,chay,tea,-,nan,nan,nan
Bulgarian_reference,Vocabulary,ябълка,yabÅ­lka,apple,-,nan,nan,nan
Bulgarian_reference,Vocabulary,книга,kniga,book,-,nan,nan,nan
Bulgarian_reference,Vocabulary,стол,stol,chair,-,nan,nan,nan
Bulgarian_reference,Vocabulary,маса,masa,table,-,nan,nan,nan
Bulgarian_reference,Vocabulary,прозорец,prozorets,window,-,nan,nan,nan
Bulgarian_reference,Vocabulary,врата,vrata,door,-,nan,nan,nan
Bulgarian_reference,Vocabulary,семейство,semeystvo,family,-,nan,nan,nan
Bulgarian_reference,Vocabulary,приятел,priyatel,friend,-,nan,nan,nan
Bulgarian_reference,Vocabulary,училище,uchilishte,school,-,nan,nan,nan
Bulgarian_reference,Vocabulary,университет,universitet,university,-,nan,nan,nan
Bulgarian_reference,Vocabulary,работа,rabota,job/work,-,nan,nan,nan
Bulgarian_reference,Vocabulary,пари,pari,money,-,nan,nan,nan
Bulgarian_reference,Vocabulary,време,vreme,time,-,nan,nan,nan
Bulgarian_reference,Vocabulary,днес,dnes,today,-,nan,nan,nan
Bulgarian_reference,Vocabulary,утре,utre,tomorrow,-,nan,nan,nan
Bulgarian_reference,Vocabulary,вчера,vchera,yesterday,-,nan,nan,nan
Bulgarian_reference,Vocabulary,куче,kuche,dog,-,nan,nan,nan
Bulgarian_reference,Vocabulary,котка,kotka,cat,-,nan,nan,nan
Bulgarian_reference,Vocabulary,кола,kola,car,-,nan,nan,nan
Bulgarian_reference,Vocabulary,къща,kÅ­shta,house,-,nan,nan,nan
Bulgarian_reference,Vocabulary,град,grad,city,-,nan,nan,nan
Bulgarian_reference,Vocabulary,дърво,dÅ­rvo,tree,-,nan,nan,nan
Bulgarian_reference,Vocabulary,бърз,bÅ­rz,fast,-,nan,nan,nan
Bulgarian_reference,Vocabulary,бавен,baven,slow,-,nan,nan,nan
Bulgarian_reference,Vocabulary,топъл,topÅ­l,warm,-,nan,nan,nan
Bulgarian_reference,Vocabulary,студен,studen,cold,-,nan,nan,nan
Bulgarian_reference,Weather,времето,vreme,weather,-,nan,nan,nan
Bulgarian_reference,Weather,слънчево,slÅ­nchevo,sunny,-,nan,nan,nan
Bulgarian_reference,Weather,облачно,oblachno,cloudy,-,nan,nan,nan
Bulgarian_reference,Weather,дъждовно,dÅ­zhdovno,rainy,-,nan,nan,nan
Bulgarian_reference,Weather,снежно,snezhno,snowy,-,nan,nan,nan
Bulgarian_reference,Weather,ветровито,vetrovito,windy,-,nan,nan,nan
Bulgarian_reference,Weather,топъл,toplo,warm,-,nan,nan,nan
Bulgarian_reference,Weather,студен,studeno,cold,-,nan,nan,nan
Bulgarian_reference,Weather,горещ,goreshto,hot,-,nan,nan,nan
Bulgarian_reference,Weather,хладен,hladno,cool,-,nan,nan,nan
Bulgarian_reference,Weather,влажен,vlazhno,humid,-,nan,nan,nan
Bulgarian_reference,Weather,сух,sukho,dry,-,nan,nan,nan
Bulgarian_reference,Weather,буря,burya,storm,-,nan,nan,nan
Bulgarian_reference,Weather,мълния,mÅ­lniya,lightning,-,nan,nan,nan
Bulgarian_reference,Weather,тъмно,tÅ­men,dark,-,nan,nan,nan
Bulgarian_reference,Weather,ясно,yasen,clear,-,nan,nan,nan
Bulgarian_reference,Fitness,Велотренажор,upraznitelen velosiped,Exercise Bike,Simple term - everyday use,nan,nan,nan
Bulgarian_reference,Fitness,Велотренажор,veloergometar,Exercise bike,Formal,nan,nan,nan
Bulgarian_reference,Fitness,Гимнастическа топка,Topka za uprazhneniya,Exercise ball,nan,nan,nan,nan
Bulgarian_reference,Fitness,Гимнастическа топка,Topka za uprazhneniya,Exercise ball,nan,nan,nan,nan
Bulgarian_reference,Fitness,Тежести,Shtanga,Weights,Feminine,nan,nan,nan
Learning_From_Human_Conversation,General convo,Здравей как си?,"Zdra-vey, kak si?","Hi, how are you?",nan,nan,nan,nan
Learning_From_Human_Conversation,General convo,Добре съм благодаря. А ти?,"Do-bre sÅ­m, bla-go-da-rya. A ti?","Iâ€™m fine, thank you. And you?",nan,nan,nan,nan
Learning_From_Human_Conversation,General convo,И аз съм добре. Хубав ден нали?,"I az sÅ­m do-bre. Khu-bav den, na-li?","Iâ€™m good too. Nice day, isnâ€™t it?",nan,nan,nan,nan
Learning_From_Human_Conversation,General convo,Да перфектно време за кафе.,"Da, prek-ras-no vre-me za ka-fe.","Yes, perfect weather for coffee.",nan,nan,nan,nan
Learning_From_Human_Conversation,General convo,Какво ще пиете?,Kak-vo shte pi-esh?,What will you drink?,nan,nan,nan,nan
Learning_From_Human_Conversation,General convo,Капучино моля.,"E-din ka-pu-chi-no, molya.","A cappuccino, please.",nan,nan,nan,nan
Learning_From_Human_Conversation,General convo,И аз ще взема капучино.,I az sÅ­m za ka-pu-chi-no.,Iâ€™ll have a cappuccino too.,nan,nan,nan,nan
Learning_From_Human_Conversation,General convo,Идвате ли често тук?,Ches-to li id-vash tuk?,Do you come here often?,nan,nan,nan,nan
Learning_From_Human_Conversation,General convo,Да обичам това място.,"Da, o-bi-cham to-va myas-to.","Yes, I love this place.",nan,nan,nan,nan
Learning_From_Human_Conversation,General convo,Може би ще се срещнем отново.,Mo-zhe bi shte se vi-dim pak.,Maybe weâ€™ll meet again.,nan,nan,nan,nan
Learning_From_Human_Conversation,General convo,С удоволствие.,S u-do-vol-stvie.,With pleasure.,nan,nan,nan,nan
Learning_From_Human_Conversation,Buying property convo,Търся апартамент в този район.,TÅ­r-sya a-par-ta-ment v to-zi ra-yon.,I'm looking for an apartment in this area.,nan,nan,nan,nan
Learning_From_Human_Conversation,Buying property convo,Какъв тип имот ви интересува?,Ka-kÅ­v tip zhi-lish-te vi in-te-re-su-va?,What type of property are you interested in?,nan,nan,nan,nan
Learning_From_Human_Conversation,Buying property convo,Предпочитам двустаен апартамент.,Pred-po-chi-tam dvus-ta-en a-par-ta-ment.,I prefer a two-room apartment.,nan,nan,nan,nan
Learning_From_Human_Conversation,Buying property convo,Има няколко обяви наблизо.,I-ma nyakol-ko o-byavi na-bli-zo.,There are a few listings nearby.,nan,nan,nan,nan
Learning_From_Human_Conversation,Buying property convo,Можем ли да ги видим?,Mo-zhe li da gi vi-dim?,Can we see them?,nan,nan,nan,nan
Learning_From_Human_Conversation,Buying property convo,Разбира се. Кога ви е удобно?,Raz-bi-ra se. Ko-ga vi e u-dob-no?,Of course. When is convenient for you?,nan,nan,nan,nan
Learning_From_Human_Conversation,Buying property convo,Утре следобед би било добре.,U-tre sled-o-bed shte e do-bre.,Tomorrow afternoon would be good.,nan,nan,nan,nan
Learning_From_Human_Conversation,Buying property convo,Има ли нещо съществено за вас?,I-ma li ne-shto za-dÅ­l-zhit-el-no za vas?,Is there anything essential for you?,nan,nan,nan,nan
Learning_From_Human_Conversation,Buying property convo,Балкон и добра светлина са важни.,Da ima bal-kon i do-bra svet-li-na.,A balcony and good light are important.,nan,nan,nan,nan
Learning_From_Human_Conversation,Buying property convo,Този апартамент има и двете.,To-zi a-par-ta-ment i-ma i dve-te.,This apartment has both.,nan,nan,nan,nan
Learning_From_Human_Conversation,Buying property convo,Колко струва?,Kol-ko stru-va?,How much does it cost?,nan,nan,nan,nan
Learning_From_Human_Conversation,Buying property convo,Цената е 150 000 лева.,Tse-na-ta e sto i pe-deset hi-lya-di le-va.,"The price is 150,000 leva.",nan,nan,nan,nan
Learning_From_Human_Conversation,Buying property convo,Мебелите включени ли са?,Vklyu-che-ni li sa me-be-li-te?,Are the furnishings included?,nan,nan,nan,nan
Learning_From_Human_Conversation,Buying property convo,Да всичко е включено.,"Da, vsich-ko e vklyu-che-no.","Yes, everything is included.",nan,nan,nan,nan
Learning_From_Human_Conversation,Buying property convo,Какъв е месечният данък?,Ka-kÅ­v e me-sech-ni-yat da-nak?,What is the monthly tax?,nan,nan,nan,nan
Learning_From_Human_Conversation,Buying property convo,Около 100 лева на месец.,O-ko-lo sto le-va na me-setz.,Around 100 leva per month.,nan,nan,nan,nan
Learning_From_Human_Conversation,Buying property convo,Има ли паркинг?,I-ma li par-king?,Is there parking?,nan,nan,nan,nan
Learning_From_Human_Conversation,Buying property convo,Да има място за една кола.,"Da, i-ma myas-to za ed-na ko-la.","Yes, there's space for one car.",nan,nan,nan,nan
Learning_From_Human_Conversation,Buying property convo,Мога ли да говоря с агента?,Mo-ga li da go-vo-rya s a-gen-ta?,Can I speak with the agent?,nan,nan,nan,nan
Learning_From_Human_Conversation,Buying property convo,Ще ви дам номера му.,Shte vi dam ne-go-vi-ya no-mer.,I'll give you his number.,nan,nan,nan,nan
Learning_From_Human_Conversation,Buying property convo,Благодаря ви за помощта.,Bla-go-da-rya za po-mosh-ta.,Thank you for your help.,nan,nan,nan,nan
Learning_From_Human_Conversation,Buying property convo,На ваше разположение съм.,Na va-she raz-po-lo-zhe-nie sÅ­m.,I'm at your service.,nan,nan,nan,nan
Learning_From_Human_Conversation,Psychology convo,Напоследък се чувствам напрегнат.,Na-pos-le-dÅ­k se chuvs-tvam na-preg-nat.,Lately I have been feeling tense.,nan,nan,nan,nan
Learning_From_Human_Conversation,Psychology convo,Има ли нещо конкретно което ви притеснява?,"I-ma li ne-shto kon-kret-no, ko-e-to te pri-te-snya-va?",Is there something specific that is bothering you?,nan,nan,nan,nan
Learning_From_Human_Conversation,Psychology convo,Работата ми е много изискваща.,Ra-bo-ta-ta mi e mno-go na-to-va-re-na.,My job is very demanding.,nan,nan,nan,nan
Learning_From_Human_Conversation,Psychology convo,Разбирам. Стресът може да бъде изтощителен.,Raz-bi-ram. Stres-Å­t mo-zhe da bÅ­-de iz-tosh-chi-te-len.,I understand. Stress can be exhausting.,nan,nan,nan,nan
Learning_From_Human_Conversation,Psychology convo,Понякога ми е трудно да се отпусна.,Po-nyak-o-ga mi e trud-no da se ot-pus-na.,Sometimes it is hard for me to relax.,nan,nan,nan,nan
Learning_From_Human_Conversation,Psychology convo,Опитвали ли сте медитация или дълбоко дишане?,O-pit-va-la li si me-di-ta-tsi-ya i-li dÅ­l-bo-ko di-sha-ne?,Have you tried meditation or deep breathing?,nan,nan,nan,nan
Learning_From_Human_Conversation,Psychology convo,Да но не помага винаги.,"Da, no ne vi-na-gi mi po-ma-ga.","Yes, but it does not always help.",nan,nan,nan,nan
Learning_From_Human_Conversation,Psychology convo,Може би разходка в природата ще помогне.,Mo-zhe bi raz-hod-ka sred pri-ro-da-ta shte ti po-deyst-va do-bre.,Maybe a walk in nature would help.,nan,nan,nan,nan
Learning_From_Human_Conversation,Psychology convo,Звучи хубаво. Обичам спокойни места.,Zvuchi pri-yat-no. O-bi-cham spo-koyni me-sta.,Sounds nice. I love peaceful places.,nan,nan,nan,nan
Learning_From_Human_Conversation,Psychology convo,Важно е да се грижиш за себе си.,Vazh-no e da se gri-zhish za se-be si.,Itâ€™s important to take care of yourself.,nan,nan,nan,nan
Learning_From_Human_Conversation,Psychology convo,Понякога се чувствам виновен когато почина.,"Po-nyak-o-ga se chuvs-tvam vi-nov-en, ko-ga-to si po-chi-vam.",Sometimes I feel guilty when I rest.,nan,nan,nan,nan
Learning_From_Human_Conversation,Psychology convo,Почивката не е слабост а необходимост.,"Po-chi-vka-ta ne e slab-ost, a ne-ob-ho-di-most.","Rest is not weakness, itâ€™s a necessity.",nan,nan,nan,nan
Learning_From_Human_Conversation,Psychology convo,Имате ли собствени начини за справяне със стреса?,I-mash li svo-i na-chi-ni za spra-vya-ne sÅ­s stre-sa?,Do you have your own ways of coping with stress?,nan,nan,nan,nan
Learning_From_Human_Conversation,Psychology convo,Обичам да слушам музика и да чета.,O-bi-cham da slu-sham mu-zi-ka i da che-ta.,I like listening to music and reading.,nan,nan,nan,nan
Learning_From_Human_Conversation,Psychology convo,Музиката наистина ме успокоява.,Mu-zi-ka-ta na-is-ti-na us-po-ko-yava.,Music really soothes me.,nan,nan,nan,nan
Learning_From_Human_Conversation,Psychology convo,Понякога просто трябва да си дадем време.,Po-nyak-o-ga pros-to tryab-va da si da-dem vre-me.,Sometimes we just need to give ourselves time.,nan,nan,nan,nan
Learning_From_Human_Conversation,Psychology convo,Благодаря ви че ме изслушахте.,"Bla-go-da-rya ti, che me iz-slu-sha.",Thank you for listening to me.,nan,nan,nan,nan
Learning_From_Human_Conversation,Psychology convo,Винаги съм тук ако имате нужда от мен.,"Vi-na-gi sÅ­m tuk, a-ko i-mash nu-zhda.",Iâ€™m always here if you need me.,nan,nan,nan,nan
Learning_From_Human_Conversation,Psychology convo,Това значи много за мен.,To-va zna-chi mno-go za men.,That means a lot to me.,nan,nan,nan,nan
Learning_From_Human_Conversation,Psychology convo,Грижата един за друг ни прави по-силни.,Gri-zha-ta e-din za drug ni pra-vi po-sil-ni.,Caring for each other makes us stronger.,nan,nan,nan,nan
Learning_From_Human_Conversation,Sports,Играеш ли футбол?,Igrayesh li futbol?,Do you play football?,nan,nan,nan,nan
Learning_From_Human_Conversation,Sports,Да играя в аматьорски отбор.,"Da, igraya v amat'orski otbor.","Yes, I play in an amateur team.",nan,nan,nan,nan
Learning_From_Human_Conversation,Sports,Кой отбор е любимият ти?,Koy e lyubimiyat ti otbor?,Which team is your favourite?,nan,nan,nan,nan
Learning_From_Human_Conversation,Sports,Следям Левски и ЦСКА.,Sledya Levski i CSKA.,I follow Levski and CSKA.,nan,nan,nan,nan
Learning_From_Human_Conversation,Sports,Какво мислиш за днешната игра?,Kakvo mislish za dneshnata igra?,What do you think about today's game?,nan,nan,nan,nan
Learning_From_Human_Conversation,Sports,Беше вълнуваща но отборът ни загуби.,"Beshe valnuvashcho, no otbora ni zagubi.",It was exciting but our team lost.,nan,nan,nan,nan
Learning_From_Human_Conversation,Sports,Ходиш ли често на тренировки?,Hodi li chesto na trenirovki?,Do you go to training often?,nan,nan,nan,nan
Learning_From_Human_Conversation,Sports,Тренирам три пъти в седмицата.,Treniram tri pati sedmichno.,I train three times a week.,nan,nan,nan,nan
Learning_From_Human_Conversation,Sports,Харесваш ли да гледаш спорт по телевизията?,Obichash li da gledash sport po televiziyata?,Do you like watching sports on TV?,nan,nan,nan,nan
Learning_From_Human_Conversation,Sports,Предпочитам да гледам на живо.,Predpochitam da gledam na zhivo.,I prefer watching live.,nan,nan,nan,nan
Learning_From_Human_Conversation,Sports,Кой е най-добрият играч в отбора?,Koy e nay-dobriyat igrach na otbora?,Who is the best player on the team?,nan,nan,nan,nan
Learning_From_Human_Conversation,Sports,Той е бърз и силен отличен нападател.,"Toy e barz i silen, otlichen napadatel.","He is fast and strong, an excellent striker.",nan,nan,nan,nan
Learning_From_Human_Conversation,Sports,Играеш ли други спортове?,Igrayete li drugi sportove?,Do you play other sports?,nan,nan,nan,nan
Learning_From_Human_Conversation,Sports,Понякога ходя на тенис и волейбол.,Ponyakoga hodya na tenis i voleybol.,Sometimes I go to tennis and volleyball.,nan,nan,nan,nan
Learning_From_Human_Conversation,Sports,Какво мислиш за формата на вратаря?,Kakvo mislish za formata na vratarya?,What do you think about the goalkeeper's form?,nan,nan,nan,nan
Learning_From_Human_Conversation,Sports,Мисля че трябва да работи върху реакциите си при спасявания.,"Mishlya, che tryabva da raboti varhu spasitelnite si reaktsii.",I think he needs to work on his save reactions.,nan,nan,nan,nan
Learning_From_Human_Conversation,Sports,Ще гледаш ли мача утре?,Shte gledash li macha utre?,Will you watch the match tomorrow?,nan,nan,nan,nan
Learning_From_Human_Conversation,Sports,Да ще е забавно да го гледаме заедно.,"Da, shte bade zabavno da go gledame zaedno.","Yes, it will be fun to watch it together.",nan,nan,nan,nan
Learning_From_Human_Conversation,Sports,Колко гола е вкарал този сезон?,Kolko tochki vkara tozi sezon?,How many goals did he score this season?,nan,nan,nan,nan
Learning_From_Human_Conversation,Sports,Досега е вкарал осем гола.,Vkara osem gola dosega.,He has scored eight goals so far.,nan,nan,nan,nan
Learning_From_Human_Conversation,Sports,Да отбелязвам ли тренировката в календара?,Tryabva li da otbelezha trenirovkata v kalendara?,Should I mark the training in the calendar?,nan,nan,nan,nan
Learning_From_Human_Conversation,Sports,Да така няма да я забравиш.,"Da, taka nyama da go zabravish.","Yes, that way you won't forget it.",nan,nan,nan,nan
Learning_From_Human_Conversation,Sports,Пожелавам ти късмет за утрешния мач!,Pozhelavam vi uspeh na utreshniya mach!,I wish you good luck for tomorrow's match!,nan,nan,nan,nan
Learning_From_Human_Conversation,Sports,Благодаря! Надявам се да спечелим.,Blagodarya! Nadyavam se da pobedim.,Thanks! I hope we win.,nan,nan,nan,nan
Learning_From_Human_Conversation,Comical,Имаше един човек който влезе в бар... Опа!,"Ima-she edin cho-vek, koy-to vle-ze v bar... Opa!",There was a man who walked into a bar... Oops!,nan,nan,nan,nan
Learning_From_Human_Conversation,Comical,Защо пилето пресяка пътя? За да стигне до другата страна!,Za-shto pi-le-tsa pre-se-che pa-tya? Za da stig-ne do dru-ga-ta stra-na!,Why did the chicken cross the road? To get to the other side!,nan,nan,nan,nan
Learning_From_Human_Conversation,Comical,Колко програмиста са необходими за да сменят крушка? Нито един – това е хардуерен проблем.,Kol-ko pro-gram-i-sti sa nuzh-ni za smya-na na krush-ka? Ni-to edin - to-va e har-du-er-en prob-lem.,How many programmers does it take to change a lightbulb? None - that's a hardware problem.,nan,nan,nan,nan
Learning_From_Human_Conversation,Comical,Срещнах приятел и той каза: 'Изглеждаш уморен.' Аз отвърнах: 'Не съм уморен просто лицето ми се е предало.',"Sresht-nah pri-ya-tel i toy ka-za: 'Iz-glezh-dash u-mo-ren.' Az ot-var-nah: 'Ne sam u-mo-ren, prosto li-tse-to mi se e ot-ka-za-lo.'","I met a friend and he said: 'You look tired.' I replied: 'I'm not tired, just my face has given up.'",nan,nan,nan,nan
Learning_From_Human_Conversation,Comical,Какво казва един компютър на друг? 'Спри да ме вирусираш!',Kak-vo ka-z-va edin kom-pyu-tar na dru-gi-ya? 'Spri da me vi-ru-si-rash!',What does one computer say to another? 'Stop virus-ing me!',nan,nan,nan,nan
Learning_From_Human_Conversation,Comical,Защо математикът не харесва океана? Защото е пълен с водорасли...,Za-shto ma-te-ma-ti-kat ne ha-re-sva mo-re-to? Za-sho-to e pal-no s al-ge-bri...,Why doesn't the mathematician like the ocean? Because it's full of algae...,nan,nan,nan,nan
Learning_From_Human_Conversation,Comical,Чуваш ли тази нова шега? Много е повтаряща се!,Slush-ash li to-zi nov she-gich? Toy e mnogo pov-ta-ryasht se!,Are you listening to this new joke? It's very repetitive!,nan,nan,nan,nan
Learning_From_Human_Conversation,Comical,Как се казва българската версия на супергерой? Супер-селянин!,Kak se ka-z-va bal-gar-ska-ta ver-si-ya na su-per-geroy? Su-per-se-lya-nin!,What's the Bulgarian version of a superhero called? Super-villager!,nan,nan,nan,nan
Learning_From_Human_Conversation,Comical,Когато се смея твърде много започвам да кихам. Това е моята суперсила!,"Kog-ato se sme-ya tvar-de mno-go, za-po-chvam da kiht-ya. To-va e mo-yat su-per-si-la!","When I laugh too much, I start sneezing. That's my superpower!",nan,nan,nan,nan
Learning_From_Human_Conversation,Comical,Питат ме: 'Имаш ли чувство за хумор?' Аз отговарям: 'Зависи... понякога да понякога не понякога може би.',"Pi-tat me: 'Imash li chuv-stvo za hu-mor?' Ot-go-va-ryam: 'Za-vi-si... po-nya-ko-ga da, po-nya-ko-ga ne, po-nya-ko-ga mo-zhe bi.'","They ask me: 'Do you have a sense of humor?' I answer: 'It depends... sometimes yes, sometimes no, sometimes maybe.'",nan,nan,nan,nan
Learning_From_Human_Conversation,Comical,Защо баницата отиде при психолога? Защото се чувстваше твърде нарязана!,Za-shto ba-ni-tsa-ta o-tish-la pri psi-ho-lo-ga? Za-sho-to se chuv-stva-la tvar-de na-rya-za-na!,Why did the banitsa go to the psychologist? Because it felt too cut up!,nan,nan,nan,nan
Learning_From_Human_Conversation,Comical,Какво прави един българин когато му е студено? Пуска отоплението и отваря прозореца!,"Kak-vo pra-vi edin bal-ga-rin, ko-ga-to mu e stu-de-no? Vklyuch-va par-no-to i ot-va-rya pro-zo-ret-sa!",What does a Bulgarian do when he's cold? Turns on the heating and opens the window!,nan,nan,nan,nan
Learning_From_Human_Conversation,Comical,Най-забавната дума на български? 'Пърдане' – дори звучи смешно!,Nay-smesh-na-ta du-ma na bal-gar-ski? 'Prad-nya' - do-ri zvuchi smesh-no!,The funniest word in Bulgarian? 'Fart' - it even sounds funny!,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,На какъв музикален инструмент свириш?,Ka-kav mu-zi-ka-len in-stru-ment svi-rish?,What musical instrument do you play?,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Свиря на китара от пет години.,Svi-rya na ki-ta-ra ot pet go-di-ni.,I've been playing guitar for five years.,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Искаш ли да сформираме група?,Is-kash li da for-mi-ra-me gru-pa?,Do you want to form a band?,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Кой е любимият ти музикален жанр?,Ka-kav e lyu-bi-mi-yat ti mu-zi-ka-len zhanr?,What's your favorite music genre?,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Обичам българска народна музика.,O-bi-cham bal-gar-ski folk mu-zi-ka.,I love Bulgarian folk music.,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Тази певица има невероятен глас.,To-zi pe-vets i-ma ne-ve-ro-ya-ten glas.,This singer has an amazing voice.,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Бих искал да науча да свиря на пиано.,Bih is-kal da na-u-cha da svi-rya na pi-a-no.,I would like to learn to play piano.,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Кой е най-добрият концерт на който си бил?,"Koy e nay-do-bri-yat kon-tsert, na koy-to si bil?",What's the best concert you've been to?,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Има ли добри музикални училища в София?,I-ma li do-bri mu-zi-kal-ni u-chi-li-shcha v So-fi-ya?,Are there good music schools in Sofia?,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Тази песен има много добър ритъм.,Ta-zi pe-sen i-ma mnogo do-bar ri-tam.,This song has a very good rhythm.,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Можеш ли да пееш чисто?,Mo-zhesh li da pe-esh v ton?,Can you sing in tune?,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Кои са любимите ти български изпълнители?,Ko-i sa tvo-i-te lyu-bi-mi bal-gar-ski iz-pal-ni-te-li?,Who are your favorite Bulgarian performers?,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Обичам старите български рок групи.,O-bi-cham sta-ri bal-gar-ski rok gru-pi.,I love old Bulgarian rock bands.,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Трябва да си купя нови струни за китарата.,Tryab-va da ku-pya no-vi stru-ni za ki-ta-ra-ta.,I need to buy new strings for my guitar.,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Имаш ли абсолютен слух?,I-mash li ab-so-lyu-ten sluh?,Do you have perfect pitch?,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Този барабанист има невероятно чувство за ритъм.,To-zi ba-ra-ba-nist i-ma ne-ve-ro-yat-no chuv-stvo za ri-tam.,This drummer has an incredible sense of rhythm.,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Къде мога да купя ноти?,Ka-de mo-ga da ku-pya par-ti-tu-ri?,Where can I buy sheet music?,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Харесваш ли класическа музика?,Ha-res-vash li kla-si-ches-ka mu-zi-ka?,Do you like classical music?,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Бетховен е любимият ми композитор.,Bet-ho-ven e mo-yat lyu-bim kom-po-zi-tor.,Beethoven is my favorite composer.,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Искаш ли да отидем на концерт тази вечер?,Is-kash li da o-ti-dem na kon-tsert ta-zi ve-cher?,Do you want to go to a concert tonight?,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Колко струва билет за фестивал?,Kol-ko stru-va bi-let za fes-ti-va-la?,How much does a festival ticket cost?,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Тази зала има прекрасна акустика.,Ta-zi za-la i-ma pre-kras-na a-ku-sti-ka.,This hall has wonderful acoustics.,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Можеш ли да ми помогнеш с този акорд?,Mo-zhesh li da mi po-mog-nesh s to-zi akord?,Can you help me with this chord?,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Трябва да упражнявам по два часа всеки ден.,Tryab-va da up-raz-nya-vam po dva cha-sa vse-ki den.,I need to practice two hours every day.,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Кой е най-трудният инструмент за свирене?,Koy e nay-tru-den in-stru-ment za svi-re-ne?,What's the most difficult instrument to play?,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Обичам да слушам джаз докато работя.,O-bi-cham da slu-sham dzhaz do-ka-to ra-bo-tya.,I love listening to jazz while working.,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Този сингъл е на върха в класациите.,To-zi sin-gal e var-hu var-ha na kla-sa-tsi-i-te.,This single is at the top of the charts.,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Искам да запиша собствена песен.,Is-kam da za-pi-sha sobs-tve-na pe-sen.,I want to record my own song.,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Имаш ли китарно усилвател?,I-mash li pre-du-sil-va-tel za ki-ta-ra?,Do you have a guitar amplifier?,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Коя е любимата ти песен от детството?,Ko-ya e tvo-ya-ta lyu-bi-ma pe-sen ot det-stvo-to?,What's your favorite song from childhood?,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Този музикант е истински виртуоз.,To-zi mu-zi-kant e is-tin-ski vir-tu-oz.,This musician is a true virtuoso.,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Харесва ми как смесват традиционни и модерни звуци.,Ha-res-vam kak smes-vat tra-di-tsi-on-ni i mo-der-ni zvut-si.,I like how they mix traditional and modern sounds.,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Кога е следващата ти репетиция?,Ko-ga e sled-va-shti-yat vi re-pe-ti-tsi-ya?,When is your next rehearsal?,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Трябва да настройвам китарата си.,Tryab-va da nas-tro-ya ki-ta-ra-ta si.,I need to tune my guitar.,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Има ли добри музикални магазини наоколо?,I-ma li do-bri mu-zi-kal-ni ma-ga-zi-ni na-o-ko-lo?,Are there good music stores around?,nan,nan,nan,nan
